,Il,Ilce,Mahalle,Konut Tipi,Oda Sayisi,Bulundugu Kat,Metrekare,Fiyat
8724,Ankara,Mamak,Altıağaç Mh.,Daire,3+1,13,127,2450000
8725,Muğla,Fethiye,Nif Mh.,Prefabrik,2+1,Düz Giriş ,95,6500000
8726,İstanbul,Büyükçekmece,Sinanoba Mh.,Residence,5+1,4,260,15990000
8727,İstanbul,Kartal,Yakacık Çarşı Mh.,Daire,2+1,4,100,2950000
8728,Antalya,Döşemealtı,Yeşilbayır Mh.,Prefabrik,2+1,,52,375000
8729,İzmir,Aliağa,Kazım Dirik Mh.,Daire,2+1,4,80,2200000
8730,Ankara,Sincan,Mareşal Çakmak Mh.,Daire,3+1,3,115,1890000
8731,İstanbul,Çekmeköy,Merkez Mh.,Daire,2+1,Yüksek Giriş,80,2229000
8732,İzmir,Seferihisar,Mersin Alanı Mh.,Villa,4+1,,300,8250000
8733,İstanbul,Beykoz,Yeni Mahalle Mh.,Bina,6+1,,125,3400000
8734,İstanbul,Tuzla,Tepeören Mh.,Villa,6+2,,360,40000000
8735,İzmir,Çiğli,Esentepe Mh.,Daire,1+1,1,65,2100000
8736,İzmir,Karabağlar,General Kazım Özalp Mh.,Daire,3+1,-1,115,2850000
8737,İstanbul,Beylikdüzü,Yakuplu Mh.,Daire,2+1,1,110,2450000
8738,İzmir,Dikili,Salihler Mh.,Villa,4+1,,200,9500000
8739,Ankara,Çankaya,Kızılırmak Mh.,Daire,4+1,1,205,12000000
8740,İstanbul,Ataşehir,Barbaros Mh.,Daire,3+1,1,148,13500000
8741,İstanbul,Beylikdüzü,Marmara Mh.,Daire,4+1,2,220,13500000
8742,Antalya,Döşemealtı,Altınkale Mh.,Villa,5+1,,550,17000000
8743,İstanbul,Beylikdüzü,Yakuplu Mh.,Daire,2+1,1,130,2350000
8744,İstanbul,Üsküdar,Çengelköy Mh.,Villa,7+3,,1000,270000000
8745,Konya,Meram,Kozağaç Mh.,Müstakil Ev,4+2,,220,3350000
8746,İstanbul,Fatih,Topkapı Mh.,Bina,2+1,,93,23500000
8747,Antalya,Alanya,Mahmutlar Mh.,Villa,3+1,,220,19375238
8748,Muğla,Fethiye,Menteşeoğlu Mh.,Villa,4+1,,210,8800000
8749,Ankara,Yenimahalle,Varlık Mh.,Bina,1,,2950,105000000
8750,İzmir,Konak,Mimar Sinan Mh.,Daire,2+1,4,120,3750000
8751,Ankara,Pursaklar,Yunus Emre Mh.,Daire,4+1,5,190,3650000
8752,İstanbul,Gaziosmanpaşa,Karadeniz Mh.,Residence,1+1,5,85,4550000
8753,Antalya,Kaş,Kalkan Mh.,Villa,3+1,,200,20950000
8754,Denizli,Merkezefendi,Gümüşçay Mh.,Daire,2+1,1,120,2150000
8755,İzmir,Torbalı,İnönü Mh.,Daire,2+1,Yüksek Giriş,100,1665000
8756,İstanbul,Eyüpsultan,İslambey Mh.,Daire,2+1,-1,90,1600000
8757,İzmir,Buca,Adatepe Mh.,Daire,3+1,4,129,2630000
8758,İzmir,Menderes,Orta Mh.,Villa,6+1,,220,9750000
8759,İzmir,Urla,Kuşçular Mh.,Villa,5+1,,280,23000000
8760,Ankara,Kızılcahamam,İsmetpaşa Mh.,Devremülk,2+1,2,85,85000
8761,İstanbul,Beylikdüzü,Sahil Mh.,Daire,2+1,2,115,3390000
8762,Tekirdağ,Çerkezköy,Gazi Mustafa Kemalpaşa Mh.,Daire,2+1,5,105,1430000
8763,Ankara,Akyurt,Balıkhisar Mh.,Villa,5+1,,320,5950000
8764,İstanbul,Kadıköy,Caferağa Mh.,Daire,3+1,2,150,9850000
8765,Ankara,Keçiören,Ayvalı Mh.,Daire,3+1,2,125,2850000
8766,İzmir,Karşıyaka,Şemikler Mh.,Daire,2+1,Yüksek Giriş,70,2600000
8767,İzmir,Torbalı,Muratbey Mh.,Daire,2+1,2,120,3699000
8768,İstanbul,Kağıthane,Çeliktepe Mh.,Residence,1+1,3,60,4150000
8769,Denizli,Pamukkale,Fatih Mh.,Daire,2+1,Yüksek Giriş,120,1700000
8770,Antalya,Serik,Kadriye Mh.,Villa,4+2,,514,25500000
8771,İzmir,Bornova,Kazımdirik Mh.,Daire,1+1,2,62,4000000
8772,İzmir,Konak,Barbaros Mh.,Daire,2+1,-2,100,1170000
8773,Ankara,Keçiören,Ayvalı Mh.,Villa,3+1,,130,8500000
8774,Konya,Seydişehir,Saadetler Mh.,Müstakil,2+1,,191,950000
8775,Ankara,Etimesgut,Eryaman Mh.,Daire,2+1,4,90,2800000
8776,İzmir,Buca,Güven Mh.,Daire,3+1,3,140,1850000
8777,Antalya,Alanya,Kargıcak Mh.,Villa,3+1,,240,11500000
8778,İzmir,Karabağlar,Yunus Emre Mh.,Daire,2+1,Yüksek Giriş,110,2250000
8779,İstanbul,Kadıköy,Suadiye Mh.,Daire,3+1,6,155,13000000
8780,İstanbul,Şile,Ahmetli Mh.,Villa,3+1,,285,9000000
8781,İstanbul,Ümraniye,Tatlısu Mh.,Daire,3+1,1,165,7300000
8782,İstanbul,Arnavutköy,Mareşal Fevzi Çakmak Mh.,Villa,5+3,,350,20000000
8783,İzmir,Foça,Cumhuriyet Mh.,Yazlık,3+1,Bahçe Dublex,200,7500000
8784,Balıkesir,Edremit,Altınoluk Mh.,Villa,3+1,,160,5750000
8785,Konya,Selçuklu,Hanaybaşı Mh.,Villa,5+2,,618,4250000
8786,İstanbul,Eyüpsultan,Çırçır Mh.,Residence,2+1,5,95,5500000
8787,Aydın,Didim,Mersindere Mh.,Villa,5+1,,160,6400000
8788,Antalya,Elmalı,Karyağdı Mh.,Bina,9+,,170,2000000
8789,İstanbul,Büyükçekmece,Çakmaklı Mh.,Daire,3+1,9,140,3500000
8790,İstanbul,Büyükçekmece,Celaliye Mh.,Daire,3+1,2,140,2650000
8791,İzmir,Menemen,29 Ekim Mh.,Daire,3+1,8,135,5500000
8792,İstanbul,Pendik,Çamlık Mh.,Daire,4+2,5,210,6145000
8793,İzmir,Çeşme,Yalı Mh.,Villa,2+1,,170,10500000
8794,Konya,Karatay,Karaaslanüzümcü Mh.,Müstakil,2+1,,435,2000000
8795,İzmir,Seferihisar,Sığacık Mh.,Villa,3+1,,345,9180000
8796,Ankara,Etimesgut,Elvan Mh.,Daire,3+1,1,125,2450000
8797,İzmir,Bornova,Yeşilova Mh.,Daire,3+1,4,125,3150000
8798,Antalya,Finike,Yeni Mh.,Daire,3+1,5,200,5628000
8799,Manisa,Turgutlu,Atatürk Mh.,Müstakil Ev,4+1,,170,1229000
8800,İzmir,Buca,Barış Mh.,Daire,3+1,3,130,4100000
8801,Çanakkale,Ayvacık,Hamdibey Mh.,Daire,2+1,1,100,1830000
8802,İzmir,Konak,Zafertepe Mh.,Daire,3+1,2,112,2750000
8803,Muğla,Bodrum,Eskiçeşme Mh.,Bina,1+1,,622,22500000
8804,İstanbul,Beyoğlu,Sururi Mehmet Efendi Mh.,Daire,2+1,2,65,1750000
8805,Antalya,Alanya,Avsallar Mh.,Residence,2+1,1,110,6200000
8806,Gaziantep,Şahinbey,Hoşgör Mh.,Müstakil Ev,2+1,,90,865000
8807,İstanbul,Beylikdüzü,Dereağzı Mh.,Villa,5+1,,300,11600000
8808,Ankara,Mamak,Yeşilbayır Mh.,Daire,3+1,4,160,2500000
8809,İzmir,Seferihisar,Hıdırlık Mh.,Villa,5+1,,150,6000000
8810,İzmir,Menderes,Ata Mh.,Daire,2+1,4,90,1650000
8811,Bursa,Nilüfer,Çalı Mh.,Daire,3+1,3,160,2650000
8812,İstanbul,Küçükçekmece,Yeşilova Mh.,Daire,2+1,1,90,4000000
8813,İstanbul,Tuzla,Tepeören Mh.,Villa,4+2,,325,27000000
8814,Antalya,Alanya,Kargıcak Mh.,Villa,5+2,Düz Giriş ,625,53650000
8815,İstanbul,Esenyurt,Cumhuriyet Mh.,Daire,1+1,7,90,1419000
8816,Antalya,Konyaaltı,Liman Mh.,Bina,9+,,301,74500000
8817,İzmir,Buca,Hürriyet Mh.,Daire,2+1,1,85,1699999
8818,İzmir,Menemen,9 Eylül Mh.,Daire,2+1,2,100,2750000
8819,Antalya,Gazipaşa,Güneyköy Mh.,Villa,3+1,,160,24750000
8820,İzmir,Seferihisar,Payamlı Mh.,Villa,3+1,,150,5250000
8821,Antalya,Muratpaşa,Güzeloba Mh.,Villa,5+2,,260,10500000
8822,Bursa,İznik,Yeşil Camii Mh.,Prefabrik,1,,21,39990
8823,Kayseri,Kocasinan,Zümrüt Mh.,Daire,3+1,1,165,2250000
8824,Ankara,Gölbaşı,Tulumtaş Mh.,Villa,5+2,,280,5500000
8825,Ankara,Etimesgut,Yavuz Selim Mh.,Villa,6+2,,325,12750000
8826,Ankara,Keçiören,Ufuktepe Mh.,Daire,3+1,Yüksek Giriş,120,1679000
8827,İzmir,Buca,Adatepe Mh.,Daire,1+1,3,75,1850000
8828,İzmir,Bayraklı,Fuat Edip Baksı Mh.,Daire,1+1,1,65,1850000
8829,Antalya,Alanya,Kargıcak Mh.,Villa,4+1,,617,47200000
8830,Adana,Seyhan,Yeşiloba Mh.,Müstakil Ev,2+1,,220,1650000
8831,İstanbul,Kağıthane,Hamidiye Mh.,Daire,2+1,8,130,12500000
8832,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Villa,4+1,,320,8400000
8833,İstanbul,Beylikdüzü,Cumhuriyet Mh.,Daire,1+1,5,95,1085000
8834,Ankara,Keçiören,Hisar Mh.,Daire,3+1,1,130,1659000
8835,İstanbul,Ataşehir,Barbaros Mh.,Bina,1,,145,27000000
8836,İzmir,Çiğli,Balatçık Mh.,Daire,1+1,2,55,1490000
8837,İzmir,Bornova,Evka 3 Mh.,Daire,3+1,7,165,9750000
8838,Denizli,Merkezefendi,Barutçular Mh.,Villa,6+1,,320,13750000
8839,Konya,Seydişehir,Gökçehüyük Mh.,Müstakil,1+1,,650,2000000
8840,Trabzon,Ortahisar,Pelitli Mh.,Bina,1,,165,13500000
8841,İzmir,Menderes,Kemalpaşa Mh.,Daire,2+1,Yüksek Giriş,85,2450000
8842,İstanbul,Bahçelievler,Zafer Mh.,Daire,3+1,4,135,3400000
8843,İstanbul,Beylikdüzü,Adnan Kahveci Mh.,Villa,7+2,,700,32000000
8844,İzmir,Karabağlar,Barış Mh.,Bina,3+1,,110,9000000
8845,Ankara,Mamak,Çağlayan Mh.,Daire,4+1,15,160,3195000
8846,İstanbul,Beykoz,İncirköy Mh.,Müstakil Ev,5+3,,160,16500000
8847,Ankara,Keçiören,Esertepe Mh.,Daire,3+1,Düz Giriş,130,1849000
8848,Ankara,Sincan,Ulubatlı Hasan Mh.,Müstakil Ev,9+,Düz Giriş ,267,2450000
8849,Ankara,Keçiören,Yayla Mh.,Daire,4+1,3,160,2980000
8850,Ankara,Etimesgut,Yeşilova Mh.,Daire,3+1,Yüksek Giriş,115,2600000
8851,İstanbul,Beylikdüzü,Marmara Mh.,Daire,2+1,3,135,3500000
8852,Antalya,Kemer,Yeni Mh.,Villa,3+1,Düz Giriş ,375,40000000
8853,Ankara,Pursaklar,Merkez Mh.,Daire,3+1,3,130,2160000
8854,Ankara,Pursaklar,Tevfik İleri Mh.,Daire,3+1,7,125,2150000
8855,İzmir,Çeşme,Altınkum Mh.,Villa,3+1,,120,13000000
8856,Ankara,Sincan,Menderes Mh.,Daire,4+1,1,175,3099000
8857,Konya,Ereğli,Ziya Gökalp Mh.,Müstakil,3+1,,630,2700000
8858,İzmir,Buca,Seyhan Mh.,Müstakil Ev,2+1,,115,2490000
8859,Ankara,Pursaklar,Mimar Sinan Mh.,Daire,3+1,1,130,2350000
8860,İzmir,Güzelbahçe,Kahramandere Mh.,Villa,6+2,,498,29600000
8861,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Villa,4+1,,210,3750000
8862,İzmir,Karşıyaka,Alaybey Mh.,Daire,3+1,3,120,2650000
8863,Antalya,Kaş,Andifli Mh.,Villa,3+1,,250,75000000
8864,İstanbul,Sarıyer,Maden Mh.,Müstakil Ev,5+1,,260,14000000
8865,Antalya,Alanya,Tepe Mh.,Villa,4+2,Bahçe Dublex,430,27500000
8866,Ankara,Gölbaşı,Karşıyaka Mh.,Villa,4+1,Düz Giriş ,260,7100000
8867,İzmir,Menderes,Çukuraltı Mh.,Villa,3+1,,120,5000000
8868,Ankara,Keçiören,Atapark Mh.,Daire,3+1,-1,130,1699000
8869,İzmir,Buca,Adatepe Mh.,Daire,1+1,Düz Giriş,60,1650000
8870,İzmir,Seferihisar,Payamlı Mh.,Villa,2+1,,130,5500000
8871,Ankara,Etimesgut,Topçu Mh.,Daire,3+1,1,130,2070000
8872,Şanlıurfa,Haliliye,Konuklu Mh.,Daire,1+1,3,63,885000
8873,İstanbul,Bağcılar,Çınar Mh.,Daire,2+1,1,95,1700000
8874,İstanbul,Beylikdüzü,Dereağzı Mh.,Daire,6+2,4,300,8320000
8875,Ankara,Altındağ,Beşikkaya Mh.,Daire,3+1,Düz Giriş,120,1599000
8876,Antalya,Döşemealtı,Düzlerçamı Mh.,Villa,2+1,,100,32475000
8877,İzmir,Konak,Güneşli Mh.,Daire,2+1,1,95,1600000
8878,Antalya,Kepez,Çankaya Mh.,Müstakil,5+2,,260,4950000
8879,Adana,Karataş,Karşıyaka Mh.,Villa,3+1,,170,6000000
8880,İzmir,Menderes,Gölcükler Mh.,Villa,3+1,Bahçe Dublex,160,6750000
8881,Antalya,Serik,Kadriye Mh.,Villa,5+1,,566,33000000
8882,İstanbul,Silivri,Yeni Mh.,Daire,3+1,6,135,5500000
8883,İzmir,Bergama,Zafer Mh.,Müstakil Ev,3+1,,115,1500000
8884,Antalya,Konyaaltı,Liman Mh.,Residence,2+1,2,95,5800000
8885,Aydın,Efeler,Kardeşköy Mh.,Villa,5+1,,300,9550000
8886,Ankara,Sincan,Mareşal Çakmak Mh.,Daire,3+1,2,115,1469000
8887,Antalya,Döşemealtı,Altınkale Mh.,Villa,4+1,,260,20000000
8888,Antalya,Muratpaşa,Elmalı Mh.,Bina,9+,,2500,95000000
8889,Ankara,Çankaya,Alacaatlı Mh.,Villa,5+2,,650,26000000
8890,İstanbul,Bayrampaşa,Yenidoğan Mh.,Daire,2+1,1,115,2600000
8891,Ankara,Keçiören,Etlik Mh.,Daire,4+1,9,240,4349000
8892,Ankara,Çankaya,Alacaatlı Mh.,Villa,5+2,,580,35000000
8893,Ankara,Sincan,Menderes Mh.,Daire,3+1,Yüksek Giriş,115,2099000
8894,İzmir,Seferihisar,Tepecik Mh.,Villa,3+2,,370,7995000
8895,İstanbul,Sarıyer,Maslak Mh.,Residence,4+1,20,250,22500000
8896,Trabzon,Ortahisar,Düzyurt Mh.,Villa,5+1,Düz Giriş ,236,13450000
8897,İzmir,Konak,Murat Reis Mh.,Daire,2+1,Düz Giriş,95,1575000
8898,İzmir,Menderes,Cüneytbey Mh.,Daire,2+1,3,90,2650000
8899,Ankara,Pursaklar,Fatih Mh.,Daire,3+1,1,135,2390000
8900,Aydın,Kuşadası,Davutlar Mh.,Müstakil,3+1,,250,7250000
8901,İzmir,Konak,Güzelyalı Mh.,Daire,3+1,5,120,2300000
8902,Muğla,Dalaman,Altıntas Mh.,Daire,1+1,Yüksek Giriş,60,1750000
8903,Konya,Yunak,Sinanlı Mh.,Müstakil Ev,2+0,,431,279000
8904,Ankara,Altındağ,Battalgazi Mh.,Daire,2+1,Düz Giriş,120,1525000
8905,İzmir,Foça,Fevzi Çakmak Mh.,Müstakil Ev,2+1,,105,5500000
8906,İzmir,Menderes,Orta Mh.,Villa,3+1,,150,5490000
8907,Antalya,Konyaaltı,Liman Mh.,Residence,3+1,4,145,8950000
8908,Ankara,Sincan,Osmanlı Mh.,Daire,3+1,3,125,1769000
8909,İstanbul,Büyükçekmece,19 Mayıs Mh.,Villa,5+2,,270,22500000
8910,Antalya,Muratpaşa,Güzeloba Mh.,Villa,4+1,,400,88000000
8911,İzmir,Bornova,Merkez Mh.,Daire,2+1,1,110,1750000
8912,İzmir,Seferihisar,Tepecik Mh.,Villa,5+1,,210,11900000
8913,İzmir,Menemen,Villakent Mh.,Villa,5+1,,200,10000000
8914,Ankara,Çankaya,Koru Mh.,Villa,3+1,Bahçe Dublex,300,23000000
8915,İzmir,Karşıyaka,Aksoy Mh.,Daire,2+1,1,85,2350000
8916,Antalya,Alanya,Kargıcak Mh.,Villa,3+1,,220,4300000
8917,İzmir,Menderes,Ahmetbeyli Mh.,Villa,4+2,,125,6650000
8918,İstanbul,Beşiktaş,Abbasağa Mh.,Daire,1+1,Yüksek Giriş,65,2250000
8919,Antalya,Muratpaşa,Tuzcular Mh.,Bina,3+1,,980,81000000
8920,İstanbul,Esenyurt,Koza Mh.,Daire,1+1,5,100,799999
8921,Antalya,Manavgat,Sorgun Mh.,Villa,7+1,Düz Giriş ,600,20000000
8922,İstanbul,Bahçelievler,Zafer Mh.,Daire,3+1,1,130,3350000
8923,İstanbul,Arnavutköy,Mehmet Akif Ersoy Mh.,Bina,6+3,,279,6500000
8924,İstanbul,Silivri,Yeni Mh.,Daire,3+1,3,125,2950000
8925,Aydın,Didim,Efeler Mh.,Villa,3+1,,170,11000000
8926,Ankara,Keçiören,Karakaya Mh.,Daire,3+1,-1,130,1669000
8927,Gaziantep,Oğuzeli,Şahinbey Mh.,Villa,3+1,,650,10500000
8928,İstanbul,Beylikdüzü,Adnan Kahveci Mh.,Daire,7+2,15,370,8600000
8929,Ankara,Etimesgut,Yeni Bağlıca Mh.,Villa,6+1,,420,9650000
8930,Ankara,Etimesgut,Güzelkent Mh.,Villa,5+2,,155,3450000
8931,İstanbul,Büyükçekmece,Türkoba Mh.,Müstakil Ev,2+1,,105,6750000
8932,Antalya,Alanya,Bektaş Mh.,Villa,7+2,,580,38350000
8933,Ordu,Altınordu,Yeni Mh.,Daire,2+1,1,100,1200000
8934,Aydın,Kuşadası,Soğucak Mh.,Müstakil Ev,3+2,,707,11000000
8935,Denizli,Merkezefendi,Akkonak Mh.,Daire,2+1,1,120,2750000
8936,Trabzon,Ortahisar,1 Nolu Erdoğdu Mh.,Bina,2+1,,206,5500000
8937,İzmir,Bornova,İnönü Mh.,Bina,1,,450,20650000
8938,Antalya,Konyaaltı,Üçoluk Mh.,Dağ Evi,2+1,,250,2450000
8939,İstanbul,Kartal,Gümüşpınar Mh.,Daire,3+1,1,120,2550000
8940,Ankara,Mamak,Küçük Kayaş Mh.,Daire,3+1,2,125,1899000
8941,Ankara,Altındağ,Karapürçek Mh.,Daire,3+1,3,130,1599000
8942,İzmir,Güzelbahçe,Çamlı Mh.,Villa,5+1,,580,10750000
8943,İzmir,Torbalı,Ayrancılar Mh.,Villa,6+1,,300,7290000
8944,Antalya,Manavgat,Side Mh.,Daire,1+1,Düz Giriş,95,3100000
8945,İzmir,Seferihisar,Tepecik Mh.,Villa,3+1,,135,4650000
8946,Antalya,Alanya,Tepe Mh.,Residence,3+1,Çatı Dubleks,185,9450143
8947,Antalya,Muratpaşa,Güzeloba Mh.,Residence,2+1,Düz Giriş,180,7800000
8948,İstanbul,Avcılar,Cihangir Mh.,Daire,2+1,Yüksek Giriş,80,2000000
8949,İzmir,Karabağlar,Bahçelievler Mh.,Daire,3+1,2,130,4150000
8950,İzmir,Çiğli,Evka-5 Mh.,Daire,3+1,3,120,1850000
8951,Konya,Selçuklu,Buhara Mh.,Villa,5+1,Bahçe Dublex,370,7400000
8952,Ankara,Çankaya,Ahlatlıbel Mh.,Villa,5+1,,340,18500000
8953,Tekirdağ,Süleymanpaşa,Atatürk Mh.,Daire,1+1,2,70,2200000
8954,İstanbul,Zeytinburnu,Maltepe Mh.,Residence,1+1,7,60,3500000
8955,Kocaeli,Başiskele,Şehitekrem Mh.,Villa,4+1,,236,15000000
8956,İzmir,Çeşme,Alaçatı Mh.,Villa,4+1,,350,35000000
8957,Balıkesir,Edremit,Altınoluk Mh.,Müstakil Ev,4+1,,200,7500000
8958,Tekirdağ,Marmaraereğlisi,Sultanköy Mh.,Villa,2+1,,170,2380000
8959,İstanbul,Bağcılar,Bağlar Mh.,Residence,1+1,10,69,3200000
8960,Kocaeli,İzmit,Orhan Mh.,Daire,2+1,2,110,2675000
8961,İzmir,Karabağlar,Peker Mh.,Bina,2+1,,120,6300000
8962,İstanbul,Bağcılar,100. Yıl Mh.,Daire,2+1,3,85,1700000
8963,İstanbul,Eyüpsultan,Karadolap Mh.,Daire,4+1,5,187,3948000
8964,İstanbul,Gaziosmanpaşa,Yeni Mahalle Mh.,Daire,2+1,3,95,4850000
8965,İstanbul,Büyükçekmece,Pınartepe Mh.,Daire,3+1,2,185,4750000
8966,İstanbul,Eyüpsultan,Akşemsettin Mh.,Residence,1,10,50,3000000
8967,İstanbul,Küçükçekmece,Atatürk Mh.,Daire,1,-1,30,350000
8968,İzmir,Bornova,Doğanlar Mh.,Daire,2+1,3,80,3400000
8969,Bayburt,Bayburt Merkez,Gençosman Mh.,Bina,1,,300,3000000
8970,İstanbul,Pendik,Yeni Mh.,Daire,3+1,3,120,5500000
8971,İzmir,Buca,İnkılap Mh.,Daire,3+1,1,130,2585000
8972,Balıkesir,Ayvalık,Fethiye Mh.,Bina,4+2,,180,3700000
8973,İzmir,Torbalı,Ayrancılar Mh.,Daire,1+1,Yüksek Giriş,60,1250000
8974,İzmir,Konak,İsmet Paşa Mh.,Müstakil Ev,1+1,,150,975000
8975,Antalya,Aksu,Altıntaş Mh.,Residence,4+1,Çatı Katı,160,7500000
8976,İstanbul,Sancaktepe,Abdurrahmangazi Mh.,Villa,4+2,,350,22000000
8977,İzmir,Konak,Barbaros Mh.,Daire,4+1,2,180,14500000
8978,İzmir,Buca,Çamlık Mh.,Daire,3+1,4,135,2950000
8979,İstanbul,Beşiktaş,Gayrettepe Mh.,Residence,5+1,4,122,15000000
8980,İzmir,Çiğli,Maltepe Mh.,Villa,4+1,,225,9300000
8981,Balıkesir,Edremit,Akçay Mh.,Daire,2+1,Yüksek Giriş,110,2850000
8982,Antalya,Alanya,Mahmutlar Mh.,Residence,4+1,12,210,7950000
8983,İstanbul,Büyükçekmece,Türkoba Mh.,Villa,6+2,,2200,48000000
8984,İstanbul,Beylikdüzü,Kavaklı Mh.,Daire,2+1,1,110,2849000
8985,Antalya,Kemer,Göynük Mh.,Villa,4+1,,275,12000000
8986,Antalya,Manavgat,Sarılar Mh.,Residence,2+1,2,110,3750000
8987,İstanbul,Beylikdüzü,Gürpınar Mh.,Daire,3+1,1,135,2250000
8988,Ankara,Gölbaşı,İncek Mh.,Villa,6+1,,380,14500000
8989,İzmir,Tire,Çobanköy Mh.,Müstakil Ev,2+1,,255,1100000
8990,İzmir,Karabağlar,Refet Bele Mh.,Daire,2+1,4,110,2150000
8991,Konya,Akşehir,Gazi Mh.,Müstakil,5+1,,280,2600000
8992,İzmir,Konak,Kılıç Reis Mh.,Daire,1+1,-1,65,1200000
8993,Ankara,Etimesgut,Yeni Bağlıca Mh.,Villa,6+2,Düz Giriş ,450,11950000
8994,İzmir,Menderes,Çukuraltı Mh.,Villa,5+1,,220,6250000
8995,İzmir,Karabağlar,İhsan Alyanak Mh.,Müstakil Ev,3+1,,240,2750000
8996,İstanbul,Sancaktepe,Mevlana Mh.,Müstakil Ev,5+3,,330,5500000
8997,Gaziantep,Şahinbey,Burç Esentepe Mh.,Villa,5+1,,435,10500000
8998,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Villa,4+1,,220,3500000
8999,Balıkesir,Edremit,Güre Mh.,Villa,4+1,,180,13750000
9000,İstanbul,Ataşehir,Barbaros Mh.,Daire,1+1,16,70,6000000
9001,Ankara,Sincan,Menderes Mh.,Daire,3+1,1,145,2749000
9002,Ankara,Sincan,İstiklal Mh.,Villa,2+1,,125,3735000
9003,Ankara,Sincan,Malazgirt Mh.,Daire,3+1,1,125,1859000
9004,İstanbul,Sancaktepe,Eyüp Sultan Mh.,Daire,2+1,3,90,2600000
9005,Giresun,Giresun Merkez,Aksu Mh.,Daire,2+1,2,127,1800000
9006,Balıkesir,Edremit,Kadıköy Mh.,Daire,3+1,2,160,1849000
9007,Mersin,Toroslar,Kurdali Mh.,Bina,1,,405,25000000
9008,Antalya,Alanya,Kargıcak Mh.,Villa,2+1,,130,4502000
9009,İzmir,Foça,Yenibağarası Mh.,Villa,4+1,,650,20250000
9010,Trabzon,Ortahisar,Bahçecik Mh.,Bina,3+1,,120,9500000
9011,Ankara,Sincan,Mustafa Kemal Mh.,Daire,3+1,1,135,2649000
9012,İzmir,Bornova,Atatürk Mh.,Villa,4+1,,350,9250000
9013,Konya,Meram,Alakova Mh.,Müstakil Ev,3+1,,500,2500000
9014,Ankara,Sincan,Akşemsettin Mh.,Daire,3+1,2,120,1615000
9015,İstanbul,Şile,Çavuş Mh.,Villa,4+1,,200,12750000
9016,Antalya,Döşemealtı,Altınkale Mh.,Villa,4+1,,320,16250000
9017,Ankara,Keçiören,Basınevleri Mh.,Daire,3+1,3,145,3450000
9018,Aydın,Kuşadası,Karaova Mh.,Villa,3+1,,140,9500000
9019,Antalya,Konyaaltı,Üçoluk Mh.,Müstakil Ev,5+1,,357,3750000
9020,Ankara,Sincan,Malazgirt Mh.,Daire,3+1,Yüksek Giriş,120,1769000
9021,İzmir,Menemen,İstiklal Mh.,Daire,3+1,6,155,6820000
9022,Ankara,Keçiören,Karakaya Mh.,Daire,3+1,1,135,1659000
9023,İzmir,Selçuk,Atatürk Mh.,Daire,2+1,1,90,3500000
9024,Ankara,Sincan,29 Ekim Mh.,Daire,4+1,2,150,3800000
9025,İzmir,Dikili,Gazipaşa Mh.,Daire,1+1,Düz Giriş,90,2850000
9026,İstanbul,Esenyurt,Cumhuriyet Mh.,Daire,3+1,Yüksek Giriş,200,6750000
9027,Ankara,Altındağ,Doğantepe Mh.,Müstakil Ev,2+1,,181,2200000
9028,Antalya,Döşemealtı,Düzlerçamı Mh.,Villa,5+1,,200,10500000
9029,İzmir,Buca,Güven Mh.,Daire,2+1,1,116,2750000
9030,Antalya,Alanya,Payallar Mh.,Müstakil,4+1,,265,7875000
9031,Ankara,Etimesgut,Topçu Mh.,Daire,3+1,2,150,2795000
9032,Antalya,Manavgat,Side Mh.,Residence,3+1,2,220,9975000
9033,Tekirdağ,Marmaraereğlisi,Yeniçiftlik Mh.,Villa,3+1,,170,2499999
9034,Konya,Meram,Kızılören Mh.,Müstakil Ev,2+1,1,2185,1200000
9035,İzmir,Menderes,Gümüldür Cumhuriyet Mh.,Villa,3+1,,180,9500000
9036,Ankara,Mamak,Zirvekent Mh.,Daire,2+1,9,80,1150000
9037,İzmir,Seferihisar,Cumhuriyet Mh.,Villa,2+1,,140,4250000
9038,Antalya,Alanya,Hisariçi Mh.,Müstakil,3+1,,300,19500000
9039,İstanbul,Esenyurt,Cumhuriyet Mh.,Residence,2+1,8,120,4000000
9040,Antalya,Alanya,Fakırcalı Mh.,Köy Evi,3+1,,1600,2750000
9041,Kocaeli,İzmit,Yeni Mh.,Daire,3+1,1,135,2600000
9042,İstanbul,Sarıyer,Maslak Mh.,Residence,2+1,10,130,12400000
9043,Ankara,Çankaya,Harbiye Mh.,Daire,3+1,3,130,3450000
9044,İzmir,Buca,Yaylacık Mh.,Daire,1+1,1,53,1780000
9045,İzmir,Menemen,Uğur Mumcu Mh.,Müstakil Ev,3+1,,120,2080000
9046,İstanbul,Zeytinburnu,Sümer Mh.,Daire,3+1,9,140,3000000
9047,İstanbul,Sarıyer,Maslak Mh.,Residence,3+1,16,185,16500000
9048,İzmir,Balçova,Korutürk Mh.,Müstakil Ev,3+1,,220,29000000
9049,Antalya,Kumluca,Mavikent Mh.,Villa,3+1,,120,6500000
9050,İzmir,Torbalı,Muratbey Mh.,Daire,2+1,2,110,2800000
